"","SRR6078283.bam","SRR6078284.bam","SRR6078285.bam","SRR6078300.bam","SRR6078301.bam","SRR6078302.bam"
"LOC105371243",0,0,0,0,0,0
"C16orf78",0,0,0,0,0,0
"LOC105371244",0,0,0,0,0,0
"LOC105371245",0,0,0,0,0,0
"LINC02179",0,0,0,0,0,0
"ZNF423",80,49,9,3,20,54
"ADAM3B",1,0,0,0,0,0
"CNEP1R1",405,572,601,552,662,466
"HEATR3",535,795,645,618,648,737
"TENT4B",573,667,515,536,679,568
"ADCY7",1332,2270,2332,2728,2696,2534
"MIR6771",0,0,0,0,0,0
"BRD7",516,559,527,599,698,698
"LINC02178",0,0,0,0,0,0
"NKD1",0,1,2,9,4,0
"SNX20",0,0,0,0,0,0
"LOC101927272",0,0,0,0,0,0
"NOD2",3,4,5,2,2,9
"LOC102724907",2,2,4,3,9,4
"CYLD",1050,1628,1257,1971,1905,1422
"MIR3181",0,0,0,0,0,0
"LOC105371251",1,3,3,0,2,8
"LINC02168",0,0,0,0,0,1
"LOC112267895",0,0,0,0,0,0
"LINC02187",0,0,0,0,0,0
"LINC02127",0,0,0,0,0,0
"LOC107984903",0,0,0,0,0,0
"LOC107984887",0,0,0,0,0,0
"LOC105371253",0,0,0,0,0,0
"SALL1",138,23,92,143,217,174
"LOC107984886",9,3,5,6,3,13
"LOC105371256",5,0,4,2,2,5
"LOC102723323",0,0,0,0,0,1
"LOC107984892",0,0,0,0,0,0
"LOC105371257",0,0,0,0,0,0
"LINC01571",0,0,0,0,0,0
"LOC105371259",0,0,0,0,0,0
"C16orf97",0,0,0,0,0,0
"LINC00919",0,0,0,0,0,0
"LINC02180",0,0,0,0,0,0
"LOC105371261",0,0,0,0,0,0
"CASC22",0,0,0,0,0,0
"LOC107983961",0,0,0,0,0,0
"LOC107984901",0,0,0,0,0,0
"LOC105371262",0,0,0,0,0,0
"TOX3",0,0,0,0,0,0
"CASC16",0,0,0,0,0,0
"LOC105371265",0,0,0,0,0,0
"LOC105371264",0,0,0,0,0,0
"LOC105371267",51,15,44,30,32,47
"CHD9",2267,2967,2091,2268,2804,2765
"LOC643802",1,1,0,1,0,1
"LOC102723373",0,0,0,0,0,0
"RBL2",1527,1245,1587,1337,1486,1990
"AKTIP",246,425,295,451,392,431
"LOC105371268",0,1,0,0,0,0
"LOC105371269",0,0,0,0,0,0
"RPGRIP1L",672,622,630,855,927,1095
"FTO",1771,1112,1457,2542,1850,2965
"FTO-IT1",12,14,3,12,8,19
"LOC105371271",12,14,9,17,15,34
"LINC02169",0,0,0,0,0,0
"IRX3",222,804,364,639,618,561
"LINC02140",0,0,0,0,0,1
"LOC105371272",2,0,0,1,2,0
"LINC02183",0,0,0,0,0,0
"LOC105371274",0,0,0,0,0,0
"LOC101927480",0,0,0,0,0,0
"LOC105371275",0,10,4,6,7,4
"LOC105371276",0,0,0,0,0,0
"CRNDE",364,381,361,341,426,429
"IRX5",433,378,389,412,241,660
"LOC105371277",12,9,5,3,5,11
"LOC105371278",0,0,0,0,0,0
"IRX6",9,1,7,7,3,47
"LOC105371279",0,2,0,0,0,1
"MMP2-AS1",1,0,0,0,0,0
"MMP2",27586,6943,13497,46611,45908,45376
"LPCAT2",573,674,389,725,893,461
"CAPNS2",8,1,2,0,2,5
"SLC6A2",0,0,0,0,0,2
"LOC105371280",0,0,0,0,0,0
"CES1P2",0,0,0,0,0,5
"CES1P1",0,10,1,0,1,34
"CES1",47,191,9,0,46,274
"CES5A",0,0,0,0,0,0
"LOC107984815",0,0,0,0,0,0
"LOC105371281",0,0,0,0,0,0
"LOC283856",0,1,2,0,3,0
"LOC102725116",0,0,0,0,0,0
"GNAO1",1,10,5,8,38,4
"DKFZP434H168",0,1,0,0,0,0
"MIR3935",0,0,0,0,0,0
"AMFR",3809,2916,3954,4690,4952,4270
"NUDT21",2430,2418,2695,2114,2883,2971
"OGFOD1",720,1244,827,905,1095,941
"BBS2",1344,1076,1451,875,918,1461
"LOC105371283",1,0,0,0,0,0
"MT4",0,0,0,0,0,0
"MT3",0,0,0,0,0,0
"MT2A",1464,283,801,6591,4959,691
"MT1L",47,17,59,141,91,19
"MT1E",762,504,1192,490,666,377
"MT1M",50,19,85,32,61,23
"MT1JP",2,2,21,3,1,5
"MT1A",7,4,4,6,7,4
"MT1DP",0,0,0,0,0,1
"MT1B",4,0,1,0,6,2
"MT1F",2,1,2,4,15,1
"LOC101927536",0,1,0,0,0,1
"MT1G",1,0,1,0,4,1
"MT1H",0,0,1,1,0,0
"MT1IP",0,0,0,0,1,0
"MT1X",94,95,150,167,266,192
"LOC105371286",2,1,0,1,4,1
"LOC105371287",0,0,0,0,0,1
"NUP93",781,999,816,1396,1583,1021
"MIR138-2",0,0,0,0,0,0
"SLC12A3",0,0,1,0,0,2
"MIR6863",0,0,0,0,0,0
"HERPUD1",1719,3152,2727,2872,2992,2264
"CETP",15,6,8,3,8,20
"NLRC5",914,705,603,774,910,1082
"CPNE2",418,408,443,328,446,487
"LOC105371289",0,3,2,1,6,7
"FAM192A",849,781,989,925,1078,928
"RSPRY1",1127,1364,1184,1080,1320,1102
"ARL2BP",1777,1425,2467,2794,3049,2173
"PLLP",1,2,2,1,2,5
"TRL-CAG2-1",12,27,20,125,58,17
"TRL-CAG2-2",2,2,0,11,12,4
"CCL22",0,0,0,1,1,0
"CX3CL1",0,0,0,0,0,3
"CCL17",0,0,1,0,0,0
"CIAPIN1",425,499,515,641,690,595
"COQ9",484,448,606,500,587,600
"POLR2C",982,1113,1250,1036,1182,1021
"DOK4",474,805,689,903,690,715
"CCDC102A",228,256,266,159,185,302
"ADGRG5",0,1,0,0,0,1
"LOC105371291",0,0,0,0,0,0
"LOC107984889",0,0,0,0,0,1
"ADGRG1",50,2,19,52,56,27
"ADGRG3",0,0,0,0,0,0
"DRC7",0,0,0,0,0,0
"LOC107984852",3,0,0,1,2,2
"KATNB1",309,350,371,456,443,406
"KIFC3",905,1386,936,1420,1263,992
"MIR6772",1,2,0,0,2,2
"LOC388282",0,0,0,0,2,0
"CNGB1",0,1,0,1,0,0
"TEPP",0,1,0,0,0,1
"ZNF319",212,119,177,239,206,241
"USB1",72,137,75,150,180,117
"MMP15",59,31,85,45,133,110
"CFAP20",353,436,692,551,616,515
"LOC101927556",566,400,446,547,715,705
"CSNK2A2",462,297,393,421,490,537
"CCDC113",125,115,86,153,242,238
"LOC105371293",0,0,0,0,0,0
"PRSS54",0,0,0,0,0,5
"GINS3",44,63,35,179,216,91
"LINC02137",0,1,1,3,2,1
"NDRG4",225,79,395,103,420,137
"SETD6",143,178,142,88,178,252
"CNOT1",3084,2848,2463,3490,4268,3589
"SNORA46",2,2,2,4,6,2
"SNORA50A",6,7,10,7,7,7
"SLC38A7",441,279,328,412,622,660
"GOT2",794,608,802,1020,1545,856
"LOC107984867",0,2,0,0,4,1
"LOC105371296",0,0,0,0,0,0
"LOC107984824",0,0,0,0,0,0
"LOC105371298",0,0,0,0,0,0
"APOOP5",4,2,3,8,5,2
"LINC02141",0,0,0,1,0,0
"LOC105371300",0,0,0,0,0,0
"LOC105371299",0,0,0,0,0,0
"NPAP1L",0,0,0,0,0,0
"LOC101927605",0,1,0,0,0,0
"LOC107984812",0,0,0,0,0,0
"LOC105371301",0,0,0,0,0,0
"LOC105371302",0,0,0,0,0,0
"CDH8",21,318,46,90,75,18
"LOC105371306",0,0,0,0,0,0
"LOC102723560",0,0,0,0,0,0
"LOC105371307",0,0,0,0,1,4
"LOC105371308",0,0,2,0,8,12
"LINC02165",0,0,0,0,0,0
"LOC105371309",0,0,0,0,0,0
"LOC105371310",1,3,4,0,2,1
"LOC105371311",0,0,1,0,3,1
"LOC107984894",2,0,4,1,3,1
"LOC107984822",0,0,0,0,0,0
"LOC105371313",0,1,0,0,1,0
"CDH11",7895,17262,11676,14340,17102,19889
"LOC105371314",18,21,9,8,37,39
"LINC02126",2,2,0,3,4,5
"LINC00922",0,0,0,1,1,1
"LOC107984823",0,0,0,0,0,0
"LOC105371316",0,0,0,0,0,0
"LOC105371317",0,3,3,0,3,6
"LOC105371318",0,0,0,0,0,1
"CDH5",0,0,1,0,3,36
"LINC00920",1,1,1,1,2,0
"BEAN1",16,10,7,4,13,13
"BEAN1-AS1",0,3,0,0,1,1
"LOC107984820",2,2,4,3,2,4
"TK2",1569,981,1439,1535,1669,1750
"CKLF-CMTM1",0,0,0,0,0,1
"CKLF",83,88,114,131,195,129
"CMTM1",42,33,51,57,67,56
"CMTM2",1,0,1,1,2,0
"CMTM4",568,839,591,1195,1378,665
"CMTM3",424,316,608,884,1008,1047
"LOC112268168",2,0,1,0,2,0
"DYNC1LI2",3697,4168,3594,5164,5336,4024
"LOC106699570",4,1,0,4,8,6
"TERB1",1,2,1,3,4,1
"NAE1",1065,1124,1117,1199,1338,1094
"CA7",2,0,0,1,0,0
"PDP2",264,180,212,245,248,212
"LOC107984821",1,2,0,0,0,1
"CDH16",0,0,0,1,0,1
"RRAD",21,64,26,31,72,24
"CIAO2B",649,884,1126,660,801,772
"CES2",924,413,811,956,1320,1319
"LOC107984881",2,0,0,0,2,0
"CES3",1,2,2,1,1,3
"CES4A",91,91,120,90,48,194
"CBFB",869,980,1134,1869,2083,1405
"C16orf70",264,219,263,380,389,388
"B3GNT9",702,825,782,844,940,1082
"TRADD",275,390,441,328,258,358
"FBXL8",48,65,92,81,61,93
"HSF4",61,87,100,38,85,336
"NOL3",216,301,319,175,248,393
"KIAA0895L",183,215,209,139,232,322
"EXOC3L1",6,0,12,7,4,21
"E2F4",1017,957,1208,1018,1116,1288
"ELMO3",76,71,67,37,63,80
"MIR328",0,0,0,0,0,0
"LRRC29",59,44,69,60,60,69
"LOC105369155",6,7,9,6,9,8
"TMEM208",299,474,391,567,633,424
"FHOD1",705,754,479,1082,803,1000
"SLC9A5",171,177,159,174,163,291
"PLEKHG4",3171,2177,2015,955,1038,3318
"KCTD19",21,9,7,2,11,24
"LRRC36",3,4,1,0,0,3
"TPPP3",45,21,13,13,17,25
"ZDHHC1",243,132,231,253,256,489
"HSD11B2",3,3,1,3,3,11
"ATP6V0D1",1562,1010,1262,1916,1857,1762
"LOC101927837",19,16,23,21,23,44
"AGRP",2,3,4,4,8,3
"LOC100505942",38,20,44,27,37,25
"RIPOR1",262,360,215,591,567,475
"LOC107984813",1,9,4,8,5,11
"CTCF",703,771,628,841,1037,937
"CARMIL2",8,2,3,27,17,9
"ACD",224,186,230,295,376,277
"PARD6A",6,2,22,7,21,20
"ENKD1",289,240,442,341,333,463
"C16orf86",71,43,82,49,70,98
"GFOD2",393,337,407,468,550,510
"RANBP10",227,135,163,275,317,287
"TSNAXIP1",47,38,47,34,62,84
"CENPT",740,1068,741,1271,1280,1000
"THAP11",459,387,580,404,476,606
"NUTF2",1021,903,1299,1585,1688,1286
"EDC4",1284,1358,1269,1294,1595,1512
"NRN1L",3,2,4,1,2,3
"PSKH1",597,531,744,799,787,788
"CTRL",19,14,19,18,21,24
"PSMB10",619,614,835,318,414,631
"LCAT",181,163,207,145,215,285
"SLC12A4",2314,3341,3042,2537,3197,3105
"DPEP3",0,0,0,0,0,0
"DPEP2",0,2,1,2,0,0
"DPEP2NB",0,0,0,0,0,0
"DDX28",154,214,210,168,174,183
"DUS2",190,116,219,234,279,224
"NFATC3",376,313,337,477,719,493
"ESRP2",7,4,3,8,13,10
"MIR6773",0,0,0,0,0,1
"PLA2G15",634,662,760,1189,809,984
"SLC7A6",301,404,362,652,557,471
"SLC7A6OS",102,132,138,131,165,176
"PRMT7",451,527,475,534,584,574
"SMPD3",3,5,5,5,3,8
"LOC105371321",0,0,0,0,0,0
"ZFP90",814,906,855,691,1009,979
"CDH3",0,27,0,1,10,1
"CDH1",1,23,7,3,12,6
"TANGO6",555,1083,473,601,729,641
"HAS3",11,100,9,14,20,30
"DERPC",0,0,0,0,0,0
"CHTF8",0,0,0,0,0,0
"UTP4",252,600,281,332,447,347
"SNTB2",2907,2556,2649,3063,3908,4383
"VPS4A",1725,2113,2122,2131,2335,2089
"PDF",165,160,187,143,152,219
"COG8",413,438,541,409,490,562
"NIP7",450,560,538,504,641,614
"TMED6",9,15,9,14,19,19
"TERF2",294,331,367,297,361,361
"CYB5B",1273,1452,1518,1644,1772,1590
"LOC105371325",0,0,0,0,0,0
"MIR1538",0,0,0,0,0,0
"NFAT5",1426,1491,1134,1561,1666,1633
"SNORD13H",2,3,2,3,1,8
"NQO1",6594,9204,5677,3108,4112,4395
"NOB1",652,570,888,385,464,739
"WWP2",879,1168,713,917,1179,862
"MIR140",0,0,0,0,0,0
"CLEC18A",5,4,1,0,3,11
"PDXDC2P-NPIPB14P",282,402,283,383,403,663
"MIR1972-2",2,0,0,2,0,1
"PDPR",994,406,618,782,1541,1208
"LOC400541",0,0,0,0,2,0
"CLEC18C",0,0,0,0,0,1
"LOC105371328",2,0,0,1,0,7
"SMG1P7",74,89,41,62,68,177
"LOC107984138",83,110,62,99,96,332
"EXOSC6",934,1694,995,1111,1369,1746
"AARS",5209,9097,4967,4314,6038,5194
"DDX19B",311,332,319,398,431,575
"LOC100506083",3,5,5,7,12,9
"DDX19A",753,932,789,1000,1114,1157
"ST3GAL2",1090,1147,1128,1188,1462,1126
"FUK",289,251,301,235,280,350
"COG4",1727,1788,1762,1543,1805,1805
"SF3B3",3835,3621,3394,3121,4266,3977
"SNORD111B",3,1,1,0,3,2
"SNORD111",2,1,0,0,4,3
"IL34",33,59,16,18,55,159
"MTSS2",2992,1736,4060,3394,2986,5360
"VAC14",569,301,277,673,735,662
"VAC14-AS1",14,3,11,10,11,19
"TRG-GCC3-1",1,2,0,1,4,1
"TRG-GCC2-4",4,7,4,5,11,2
"TRG-GCC5-1",1,0,1,0,2,0
"TRG-GCC2-5",5,7,7,15,21,29
"HYDIN",12,5,5,10,8,44
"CMTR2",1039,984,1157,870,996,1095
"LOC102723786",0,0,0,0,0,2
"LOC102725168",0,0,0,0,0,0
"CALB2",22,2,2,108,54,1
"LOC105371332",0,0,0,0,0,0
"LINC02136",0,0,0,0,0,0
"TRM-CAT2-1",0,0,0,0,0,0
"TLE7",0,0,0,0,0,1
"ZNF23",450,599,404,411,483,479
"ZNF19",62,44,54,52,56,70
"LOC105371335",0,0,0,0,0,1
"CHST4",0,0,0,1,3,0
"TAT-AS1",1,0,0,0,0,0
"TAT",0,0,0,1,1,2
"LOC105371334",0,0,0,0,0,0
"MARVELD3",12,30,4,5,12,14
"PHLPP2",760,889,617,750,868,886
"SNORA70D",2,1,3,0,1,0
"AP1G1",2105,2559,2042,2294,2813,2431
"SNORD71",4,3,4,3,3,3
"ATXN1L",748,775,757,1045,1352,1050
"ZNF821",116,92,141,101,98,157
"IST1",1745,1969,2041,1897,2257,2086
"PKD1L3",12,3,6,2,5,16
"DHODH",104,133,86,95,152,161
"TXNL4B",115,138,153,166,237,160
"HP",0,0,0,1,2,4
"HPR",4,0,1,0,1,6
"DHX38",1636,2076,1310,1649,1966,1892
"PMFBP1",2,3,0,3,11,7
"LOC105371341",0,0,0,0,0,1
"LINC01572",12,28,16,28,51,24
"LOC107984814",0,8,5,9,7,11
"LOC101927978",11,25,17,15,34,15
"ZFHX3",354,606,376,669,1008,449
"HCCAT5",0,1,0,1,0,0
"C16orf47",1,0,0,0,0,0
"LINC01568",0,0,0,0,0,0
"TRK-TTT1-1",0,0,0,0,0,0
"LOC102723876",0,0,0,0,0,0
"LOC105371342",0,0,0,0,0,0
"LOC107984856",0,0,0,0,0,0
"LOC101928035",0,0,0,0,0,0
"PSMD7",1204,1689,1392,1666,1951,1522
"LOC283922",109,84,76,94,113,194
"NPIPB15",38,42,41,74,4,93
"LOC105376772",0,0,0,0,1,1
"CLEC18B",7,4,1,4,1,15
"LOC107984827",0,0,0,1,0,3
"GLG1",8451,9660,8903,6221,8669,11516
"RFWD3",434,531,375,1184,1471,658
"MLKL",179,152,231,168,250,281
"FA2H",0,0,0,0,0,0
"LOC105371343",1,0,0,0,0,0
"WDR59",527,604,508,397,566,620
"ZNRF1",180,116,181,271,261,224
"LDHD",9,22,33,50,38,44
"ZFP1",238,241,226,218,227,325
"CTRB2",0,4,0,0,2,3
"CTRB1",3,13,7,4,6,9
"LOC100506281",16,29,14,18,16,24
"BCAR1",1510,2335,1939,2134,1826,2025
"LOC105371344",17,15,13,24,20,29
"LOC105371345",1,6,0,1,3,3
"CFDP1",886,856,834,591,633,728
"TMEM170A",316,283,322,204,312,321
"CHST6",4,10,2,6,27,1
"CHST5",4,0,2,0,3,9
"TMEM231",201,217,286,203,288,351
"GABARAPL2",601,566,899,868,924,908
"ADAT1",471,400,347,607,706,493
"KARS",1933,2924,2520,2169,2408,2216
"TERF2IP",739,1194,964,1051,950,1086
"DUXB",1,3,0,0,1,2
"CPHXL",0,0,0,0,0,1
"LOC105371348",1,1,1,0,0,5
"LOC105371347",0,0,0,0,0,0
"LOC105371349",0,0,0,0,0,0
"CNTNAP4",0,0,0,0,0,0
"LINC02125",0,0,8,0,0,1
"LOC105376774",0,0,2,0,0,0
"MIR4719",0,0,0,0,0,0
"MON1B",437,220,341,512,584,495
"SYCE1L",1,5,7,3,6,12
"ADAMTS18",0,0,0,1,1,0
"LOC105376775",0,0,0,1,0,0
"LINC02131",0,0,0,0,0,0
"NUDT7",81,23,86,43,48,80
"LOC107984878",2,0,3,0,1,1
"VAT1L",564,33,303,16,38,16
"LOC105371351",0,0,0,0,0,0
"CLEC3A",0,0,0,0,0,0
"LOC107984897",0,0,0,0,0,0
"WWOX",81,86,106,67,85,140
"WWOX-AS1",3,0,1,3,2,4
"LOC105371354",2,5,1,4,8,5
"LOC112268165",0,0,1,0,0,7
"LOC107984806",0,0,1,0,0,1
"MAF",39,227,234,421,779,1733
"LOC101928230",0,3,1,7,17,16
"LOC105371356",0,0,0,0,0,0
"MAFTRR",0,0,1,1,1,0
"LINC01229",0,0,0,0,0,0
"LOC105371357",0,0,0,0,0,0
"LOC105371358",0,0,0,0,0,0
"LOC102724084",1,0,0,1,4,2
"DYNLRB2",1,2,6,1,4,7
"LOC105371360",0,0,0,0,0,0
"LINC01227",0,0,0,0,0,0
"CDYL2",480,491,427,504,493,534
"ARLNC1",3,2,3,2,4,4
"CMC2",205,338,235,301,389,272
"CENPN",297,403,245,892,1177,398
"LOC107984858",12,13,5,11,26,22
"ATMIN",1908,1896,1806,1620,1906,2195
"C16orf46",17,5,19,13,19,23
"LOC105371361",0,0,0,0,0,0
"GCSH",13,24,17,26,13,147
"PKD1L2",315,2,78,15,4,339
"BCO1",0,0,0,0,0,3
"GAN",241,386,177,318,333,312
"MIR4720",3,3,4,3,5,8
"CMIP",162,160,113,432,435,290
"MIR7854",1,0,0,0,0,0
"MIR6504",1,0,0,0,0,0
"LOC105371362",0,1,1,2,1,3
"LOC100129617",0,2,0,1,2,2
"PLCG2",890,717,1273,459,402,3022
"SDR42E1",200,27,4,8,5,3
"LOC112268169",2,0,0,0,0,0
"HSD17B2",14,0,3,0,1,0
"LOC105371363",1,0,0,0,0,0
"MPHOSPH6",290,201,289,332,332,268
"LOC101928392",0,0,0,0,0,0
"CDH13",4246,3124,2676,2915,4746,1231
"MIR8058",3,0,0,1,1,0
"LOC101928446",5,10,3,6,12,2
"LOC101928417",2,6,0,2,8,1
"LOC105371368",5,9,4,6,9,0
"MIR3182",1,0,0,0,0,0
"LOC105371366",20,27,9,36,34,5
"LOC102724163",0,1,1,0,0,1
"HSBP1",4064,2874,4708,2535,3140,2483
"LOC105371370",7,6,7,5,7,3
"MLYCD",331,292,342,285,251,308
"LOC105371372",3,0,2,0,1,2
"LOC105371371",1,0,0,1,1,0
"OSGIN1",93,90,62,146,102,156
"NECAB2",1,1,0,0,2,4
"SLC38A8",0,0,0,0,0,1
"MBTPS1",3737,4935,4046,5061,5351,5338
"HSDL1",678,702,667,746,691,691
"DNAAF1",3,1,1,5,4,2
"TAF1C",294,195,229,261,402,516
"ADAD2",0,0,0,0,0,0
"LOC654780",0,0,0,0,0,0
"KCNG4",0,0,0,0,0,0
"WFDC1",5,604,19,306,296,54
"ATP2C2",28,41,18,40,44,22
"ATP2C2-AS1",21,24,11,28,33,10
"MEAK7",682,980,591,1210,1213,519
"COTL1",2011,2066,2225,3202,3552,1575
"LOC105371376",9,5,5,10,9,18
"KLHL36",2025,1683,2129,1414,1606,2214
"USP10",885,826,806,953,1094,1016
"LOC105371378",9,7,4,12,6,9
"CRISPLD2",1536,1970,1272,2317,3108,3297
"LOC101928474",1,1,0,3,3,2
"LINC02176",0,0,1,0,2,1
"ZDHHC7",2214,1999,2518,3318,3001,3654
"KIAA0513",979,732,926,1150,973,1556
"LOC105371380",5,1,4,7,9,8
"FAM92B",3,2,2,1,2,11
"LOC105371381",1,1,3,1,8,4
"LINC02139",0,0,0,0,0,0
"LOC105371382",4,1,1,7,5,6
"GSE1",786,505,506,1323,1154,984
"LINC00311",3,3,6,7,8,6
"LOC107984830",14,21,24,58,31,34
"MIR5093",0,0,0,2,0,0
"LOC101928502",2,1,1,6,0,6
"GINS2",63,116,48,173,309,120
"C16orf74",43,14,61,59,31,51
"MIR1910",1,0,0,0,0,0
"EMC8",445,547,583,551,625,567
"LOC101928557",0,2,0,0,4,4
"COX4I1",2526,2855,3318,2610,2864,3007
"IRF8",0,0,0,0,0,0
"MIR6774",0,0,0,0,0,0
"LINC02132",0,0,0,0,0,0
"LOC105371388",0,0,0,0,0,0
"LOC105371389",0,0,0,0,0,0
"LOC105376778",0,0,0,0,0,0
"LINC01082",0,0,0,0,0,0
"LOC101928582",0,0,0,0,0,0
"LINC01081",0,0,0,0,0,0
"LINC02135",0,0,0,0,0,0
"LINC00917",0,0,0,0,0,0
"FENDRR",0,1,7,0,0,8
"FOXF1",12,12,21,6,3,20
"MTHFSD",296,216,308,295,317,371
"FLJ30679",0,0,0,0,0,0
"FOXC2-AS1",8,3,1,0,0,0
"FOXC2",26,39,6,7,13,2
"FOXL1",172,222,198,186,192,196
"LINC02189",0,0,0,0,0,0
"LINC02188",0,0,0,0,0,0
"LOC105371392",0,0,0,6,3,0
"LOC107984819",0,0,0,0,0,0
"LOC105371393",3,0,0,6,1,0
"LINC02181",0,0,0,1,0,0
"LOC105371394",0,0,0,1,0,0
"LOC101928708",0,0,0,2,0,1
"LOC101928682",0,0,0,0,1,0
"C16orf95",42,42,73,117,141,54
"LOC101928659",5,1,8,1,7,9
"FBXO31",902,805,1102,972,953,1430
"TRM-CAT6-1",0,2,4,2,2,2
"MAP1LC3B",675,348,827,1376,1235,931
"ZCCHC14",828,437,583,1355,1552,1653
"LOC101928737",2,1,1,2,2,1
"JPH3",0,4,2,0,3,2
"KLHDC4",150,233,162,175,288,261
"LOC100129215",0,0,0,0,0,0
"LOC105371399",3,1,0,3,3,1
"LOC102724467",2,6,3,4,3,2
"SLC7A5",535,987,1071,3018,2614,760
"MIR6775",0,0,0,2,1,0
"LOC107987237",4,23,10,34,33,11
"CA5A",0,0,0,3,1,2
"BANP",286,287,366,255,274,357
"LOC105369246",8,2,2,1,2,13
"LOC400553",1,0,0,0,1,1
"LOC105371401",3,29,34,3,5,13
"LINC02182",2,4,7,1,2,3
"LOC107984862",23,15,17,7,8,26
"LOC112268182",4,2,0,0,1,2
"ZNF469",369,542,299,293,345,516
"ZFPM1",50,51,62,71,41,108
"MIR5189",0,0,0,0,1,0
"LOC107984890",1,4,5,0,2,9
"LOC100128882",7,10,9,2,6,23
"LOC107984905",0,0,0,0,0,0
"ZC3H18-AS1",2,4,5,9,13,13
"ZC3H18",558,620,503,626,703,694
"IL17C",0,0,3,2,0,0
"CYBA",975,758,1974,853,806,1637
"MVD",814,691,1056,628,489,1462
"SNAI3-AS1",116,99,94,108,82,160
"SNAI3",57,20,27,30,26,67
"RNF166",293,200,242,195,244,341
"CTU2",277,397,303,277,298,280
"PIEZO1",5022,6652,5378,11245,9038,8760
"MIR4722",0,2,0,0,1,0
"LOC100289580",18,31,21,30,45,65
"LOC339059",17,11,7,14,37,46
"LOC107984842",0,1,1,1,0,1
"CDT1",99,92,59,274,315,168
"APRT",844,830,1306,1225,1033,1119
"GALNS",622,649,894,1085,845,1555
"LOC107987238",1,0,0,0,1,4
"LOC107983950",18,10,16,12,19,23
"TRAPPC2L",757,429,1006,552,541,781
"PABPN1L",6,5,8,5,6,8
"CBFA2T3",0,0,1,0,0,0
"LOC101927793",0,0,0,0,0,0
"LOC102724632",0,0,0,0,0,0
"LOC105371409",0,0,0,0,0,0
"LOC107984871",0,0,0,0,0,0
"LOC100129697",0,0,0,0,0,0
"LOC105371411",0,0,0,0,0,0
"LOC105371412",0,0,0,0,0,0
"ACSF3",483,509,508,367,474,607
"LINC00304",3,0,0,0,0,5
"LINC02138",1,0,0,0,0,0
"CDH15",1,14,4,6,2,4
"SLC22A31",0,1,1,0,0,1
"ZNF778",217,215,179,292,147,383
"LOC105371413",0,2,1,5,4,7
"ANKRD11",1983,2427,1513,2363,2925,3123
"LOC105371414",41,51,25,49,84,94
"LOC100287036",4,7,5,17,6,10
"LOC101927817",7,9,2,2,7,11
"LOC101930112",18,4,12,21,20,27
"LOC101927863",15,4,3,8,6,12
"SPG7",1663,1713,1708,1823,2000,2229
"RPL13",8388,8717,16455,6443,6153,16166
"SNORD68",16,9,22,13,19,18
"CPNE7",28,425,109,134,125,105
"DPEP1",3,2,3,3,1,2
"CHMP1A",1399,1224,1695,1858,1910,1537
"SPATA33",69,54,43,108,125,107
"LINC02166",4,3,5,10,3,7
"CDK10",856,1017,1020,804,893,1186
"SPATA2L",89,175,161,154,140,155
"VPS9D1",528,407,615,465,476,619
"VPS9D1-AS1",26,36,27,26,36,39
"ZNF276",300,349,274,317,411,481
"FANCA",78,100,63,314,519,161
"SPIRE2",56,51,75,59,63,65
"LOC107984817",3,2,2,6,3,4
"LOC105371419",0,0,1,1,1,1
"LOC112268179",8,9,9,16,13,21
"TCF25",2583,2656,3095,3084,3341,2891
"MC1R",218,122,166,218,211,163
"TUBB3",2229,1827,1701,12750,5284,2243
"DEF8",1099,1212,1179,1061,1113,1412
"SNORA119",4,3,3,9,6,13
"CENPBD1",196,233,209,273,224,172
"AFG3L1P",182,254,164,217,256,333
"DBNDD1",20,6,31,28,24,29
"GAS8",214,229,196,282,353,318
"GAS8-AS1",13,10,9,9,20,26
"URAHP",20,12,13,19,17,32
"PRDM7",1,0,0,0,0,0
"LOC105376786",0,0,0,0,0,0
"FAM157C",0,0,0,0,0,0
"LOC105376781",0,0,1,3,2,55
"LOC101927999",1,3,5,1,0,34
"LINC02193",3,2,4,1,4,11
"LOC107987240",1,0,0,0,0,4
"LOC102723655",0,0,2,0,0,1
"LOC102723930",0,0,0,0,0,0
"LOC105379545",0,0,0,0,1,0
"LOC107987382",0,0,0,0,0,0
"LOC105379535",0,0,0,0,0,0
"LOC105379533",0,0,0,0,0,0
"LOC102723713",0,0,0,0,0,1
"LOC105379537",0,0,0,0,0,0
"LOC112268315",0,0,0,0,0,0
"LOC102723753",4,2,13,5,3,25
"LOC107987384",0,0,0,0,0,0
"SLC6A10PB",4,0,1,2,1,19
"LOC105379539",0,0,0,0,0,0
"LOC105379540",0,0,0,0,0,0
"LOC112268316",0,0,0,0,0,0
"LOC102724014",1,0,0,1,0,0
"LOC102723841",0,0,0,0,0,0
"LOC105379544",0,0,0,0,1,0
"LOC102723869",0,0,0,0,1,5
"LOC102724052",0,1,0,0,0,2
"LOC105379547",0,0,0,0,0,0
"LOC107987386",0,0,0,0,0,0
"LOC102723890",0,0,0,0,0,2
"LOC105377826",1,1,0,1,0,5
"LOC101929823",0,2,4,2,2,22
"LOC101929828",0,0,0,0,0,1
"SCGB1C2",0,0,0,0,0,0
"DOC2B",1,1,0,5,2,0
"LINC02091",0,0,0,0,0,0
