# Program:featureCounts v2.0.2; Command:"/mnt/md127/bio-tools/featureCounts/subread-2.0.2-source/bin/featureCounts" "-T" "32" "-p" "-g" "gene_id" "-a" "/mnt/archive/Karol_organized_2020/NGSprint/genome/hg38.refGene.gtf" "-o" "FeatureCounts_all_reads.txt" "SRR6078274.sorted.bam" "SRR6078275.subread.sorted.bam" "SRR6078276.sorted.bam" "SRR6078291.subread.sorted.bam" "SRR6078292.sorted.bam" "SRR6078293.sorted.bam" 
Geneid	SRR6078274.sorted.bam	SRR6078275.subread.sorted.bam	SRR6078276.sorted.bam	SRR6078291.subread.sorted.bam	SRR6078292.sorted.bam	SRR6078293.sorted.bam
CDKL5	406	631	383	489	634	526
STAT4	135	227	98	229	1129	131
BAGE3	0	0	0	0	0	0
COQ6	227	237	201	246	183	245
JPT1	1269	1920	1645	1155	874	4245
ING1	442	456	508	547	441	568
LINC01348	3	5	2	2	2	25
NF2	5385	9728	6495	5035	8925	10332
MIR4753	1	0	0	1	0	0
THEGL	0	0	0	2	0	2
RGS4	373	677	948	1469	1484	730
AFMID	381	468	406	298	243	401
C5orf60	5	0	1	1	1	1
ZNF282	1368	1675	1213	1429	1544	1436
OR1I1	0	0	0	0	0	0
OR4K14	0	0	0	0	0	0
PLPBP	1277	1334	1303	1284	836	1247
RAB11FIP1	75	275	241	196	270	68
PLPP5	1068	1085	1093	1406	713	1161
MIR1537	2	0	0	0	0	0
RAB11FIP4	26	26	46	27	14	13
CLCN5	777	885	935	1365	702	1156
LGALS8-AS1	7	6	7	8	8	10
ELL	1077	1275	884	898	963	1104
FKBP1B	96	127	119	143	123	117
ALG10B	331	458	440	548	678	593
C12orf40	0	3	2	1	0	0
RYBP	3796	3794	2517	5292	3371	2954
MTHFS	48	36	31	33	40	30
IPO9	2973	3666	2932	4411	3505	5263
ADAR	8599	12356	8485	10206	9124	10630
ZNF341	154	189	74	165	159	170
TAGLN3	0	2	4	0	0	2
MIP	0	0	0	3	2	5
DNM1L	3232	4059	2733	3813	3695	5466
IQSEC3	4	0	0	0	0	0
TP53I11	782	2652	775	1832	3019	1901
MIR4428	0	0	0	0	0	0
LOC100130331	46	36	18	100	270	17
MRPS9	459	658	485	459	408	630
ARPIN	1067	1763	1144	1236	1108	1892
CHRM3-AS2	0	7	0	0	0	0
CHRM3-AS1	0	0	0	0	0	0
RPS7P5	0	3	0	0	0	2
SCN8A	1651	2791	1505	1474	1576	1848
APBA2	0	21	228	22	8	16
CDK2AP1	6481	9037	5316	7119	5333	10778
TMEM143	103	136	100	150	93	161
CDH18	120	0	0	95	0	0
HNRNPUL1	3053	5080	2741	3862	4385	6273
OARD1	468	512	461	363	298	697
CA12	1588	2540	762	232	349	7356
ELMOD3	986	842	681	956	828	909
IGF2BP2	1127	2110	1385	1205	1947	1624
DET1	284	483	378	345	323	341
MIR3123	0	0	0	0	0	0
C11orf96	55	523	106	1334	4170	279
SP5	0	0	0	2	0	0
OR2T7	0	0	0	0	0	0
TBCB	1906	2718	1763	1786	1849	3004
TBX6	20	24	18	23	13	9
RET	9	9	26	25	14	9
ITM2A	0	0	0	0	0	2
MYO7A	0	1	2	3	0	5
LINC01347	6	13	8	25	22	14
MYO18A	2752	4333	2550	3397	2700	4796
CBX7	751	790	477	754	621	666
SEMA6D	169	21	166	1132	235	579
TBL1X	819	1400	825	678	832	1180
SYT3	2	0	0	12	0	2
RHOBTB2	1038	1438	787	1386	934	2031
MIR4677	0	1	0	2	2	2
MDM4	1293	2350	1401	1902	2672	1750
NUDT6	71	57	79	77	113	164
ALX1	2	0	0	16	8	87
NHLH1	0	2	0	0	2	7
ZWINT	340	439	560	194	215	2429
GABRG2	0	0	0	0	0	0
ACVR1C	54	112	42	6	16	255
C14orf132	3558	3704	2684	2561	1006	4358
GALNT7	698	938	855	712	515	1542
CATSPERE	81	46	71	60	44	100
MTMR7	65	95	72	80	89	109
PRELID1	512	530	680	676	603	783
MME	14124	13110	16798	13554	8930	52681
MEG3	2639	5166	3038	3664	2502	5004
PHF21B	0	0	0	0	0	0
QRSL1	833	803	767	926	597	873
SNORA100	0	0	0	0	0	0
LOC101928068	24	35	12	45	49	33
EFCAB2	102	128	130	140	133	289
SVOPL	0	0	0	0	0	2
KIF26B-AS1	0	4	8	3	7	3
ZC2HC1C	29	61	39	40	22	50
LINC01743	0	0	0	0	0	0
CMBL	704	670	562	627	76	455
SET	9828	11066	10892	10019	7393	10358
RNASEH2C	1115	841	1098	1257	971	1024
PPP1R1B	6	4	2	4	2	11
HLA-DQA2	0	0	0	4	5	0
HMGB4	0	0	1	0	2	2
LINC01341	28	4	30	10	6	15
NR3C1	14501	18304	11131	9288	9187	20401
PKMYT1	86	85	198	17	46	609
RANBP3	1767	2156	1382	2039	1766	2299
USP27X	140	140	126	148	113	109
NEDD4L	285	127	342	283	220	1145
EPB41L1	599	1424	671	797	471	1362
STXBP2	52	55	8	30	46	12
GOLGA8A	812	587	1420	1412	1725	1361
NDRG3	1223	1915	1069	1469	992	1604
TBATA	1	2	0	4	0	1
ZNF670-ZNF695	0	0	0	0	1	0
SLC14A1	11	33	6	15	1	84
ZNF669	169	255	188	251	172	290
FLJ39095	16	12	16	23	15	5
ANP32E	1102	1819	1229	1329	1799	3334
MIR3916	41	41	48	58	32	80
PPP6R2	3146	3785	2890	3762	3449	3828
VN1R5	0	0	0	0	0	0
NDUFA1	1766	1408	1419	1818	1484	1839
NDUFA3	659	605	505	832	574	582
ARHGEF39	112	84	106	115	72	311
GCSAML	0	0	0	0	0	0
GCSAML-AS1	0	0	0	0	0	0
ZBBX	0	0	0	0	0	2
ELOA3B	0	0	0	0	0	0
PPP1R16B	0	0	0	0	0	0
MRPL37	1786	2069	1843	1682	1702	2468
OR2L1P	0	0	0	0	0	0
USP7	2557	4320	2624	2930	3527	4260
OR2M1P	0	0	0	0	0	0
AP4M1	871	1067	922	689	461	805
MTX3	2281	2644	1962	2486	2830	5052
DNASE2B	0	2	0	0	0	0
APOBEC3G	270	357	310	108	110	142
TECPR1	1376	1920	1099	2035	1682	1602
LYPD9P	0	0	0	0	0	0
CBLN4	0	0	0	0	0	0
CST9L	0	0	0	0	0	0
FBXO32	2443	1135	1848	15680	11729	2343
MIR3124	3	2	5	3	2	4
PLEKHJ1	1113	1344	968	1061	902	1506
MOCOS	2117	1897	1723	1491	2701	1065
PGBD2	185	247	182	161	125	139
LINC02564	0	0	0	0	0	0
LOC102723376	0	0	0	0	0	0
TPSD1	0	0	0	0	0	0
DERL2	1525	1500	1296	1732	1496	1882
ATP6V1H	2244	2417	1695	2850	2062	3728
XPO4	1477	2084	1335	1444	1321	1954
UTP11	1128	1239	1179	1271	1242	1375
EEF1AKNMT	1492	1578	1393	1502	977	1907
MRPS2	576	696	586	623	502	811
NEK1	1292	1490	1180	1514	1059	1550
AMY1C	0	0	0	0	0	0
LOC101930421	7	5	14	29	12	14
MIR5699	0	2	1	0	0	0
PRR26	23	15	37	22	53	75
NR1H2	3084	3329	2319	3033	2676	3003
SNX3	6600	6396	5489	7411	4937	8266
FANCM	465	391	317	444	332	1092
LOC101927762	0	0	0	1	0	0
IDI2-AS1	10	17	12	68	13	66
SH3GL1	2659	4003	2529	2778	2747	4749
UCKL1	990	1069	832	988	926	1155
XRCC3	292	462	392	442	426	786
ST8SIA6-AS1	0	0	0	0	0	0
STXBP5-AS1	55	53	60	43	43	294
LINC00200	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0
LINC00700	0	0	0	0	0	0
MIR6072	0	0	0	0	0	0
LINC00701	0	0	0	0	0	0
LINC02645	0	0	0	0	0	0
OCLN	33	22	2	37	52	43
SUMF1	3076	3374	2809	4093	2131	3672
KIAA1549	1012	1647	1140	1229	1038	1428
IKZF5	320	654	318	603	561	554
MIR211	0	0	0	0	0	0
RNF144A-AS1	6	0	0	2	0	52
CDC42BPA	4527	6407	4748	7474	7252	6947
ZC2HC1A	617	731	831	644	506	873
ZFYVE16	3911	4047	3028	5094	4447	4650
SNORD142	7	1	6	1	7	7
FAM24A	0	2	0	0	0	1
PFN3	0	0	0	0	0	0
GEMIN8	766	1077	685	409	379	434
AMBRA1	1373	1804	1212	1671	1527	1698
KLHL14	0	0	0	0	0	0
PACSIN1	0	0	2	0	2	2
FBXL20	1185	1295	992	1384	1724	1867
CPTP	534	697	477	652	663	859
PLEKHG1	244	166	144	195	360	349
MAZ	4152	5015	5633	5631	4824	5183
LTBP4	765	1199	844	812	922	1351
HTR4	0	0	0	0	0	0
DBNDD1	15	20	4	19	88	85
MIA2	668	964	831	1061	902	904
PITRM1-AS1	162	212	117	143	181	250
LOC105376360	2	2	0	0	0	0
LINC02669	0	0	0	0	0	3
LINC02639	2	1	0	0	0	0
MIR6078	0	0	0	0	0	0
LOC101927964	2	0	0	0	0	0
LINC00703	4	2	0	4	0	5
LINC00705	1	4	4	2	0	10
PPFIA2	2	0	5	7	2	27
PABPN1L	2	2	1	0	1	1
AKR1E2	267	206	94	295	369	250
DDIT3	2502	1879	2567	1001	2484	1402
AKR1C6P	2	3	2	6	5	5
TRPS1	6042	5341	4437	7005	4817	5707
PLSCR2	2	2	1	0	0	0
TADA2B	1184	1371	1009	1560	1196	1133
MUC7	0	0	0	0	0	0
AKR1C8P	0	0	0	0	0	0
LINC02561	0	7	4	10	2	3
MMADHC	4367	4267	4328	4174	3367	5046
SUPT7L	1632	1828	1396	2212	2094	1719
RRN3P2	94	99	95	139	159	67
MFSD8	928	881	709	891	717	837
CLEC4F	0	0	0	0	0	0
EMSLR	0	2	3	0	0	0
TBC1D7-LOC100130357	3	2	4	11	9	9
LINC02657	8	14	24	0	0	25
PROM1	0	0	2	0	0	2
DENND1C	0	1	0	0	0	0
TMEM127	2299	2878	1944	3822	2561	3879
SEMA4A	53	92	33	30	52	30
C4A	0	0	0	0	0	0
TARS1	9904	11734	9574	8942	11194	8472
MRI1	1176	1537	1103	1796	1586	1545
CWC25	939	938	856	872	656	955
ANKRD16	131	166	180	99	129	165
FBH1	3323	4192	2892	3594	3561	4623
PTPRO	13	15	0	79	28	1
TRIQK	1620	1528	1304	1556	1262	1393
PRTFDC1	686	576	640	284	317	807
USP53	5028	9195	1334	4698	3478	6028
AKNAD1	7	21	19	18	8	19
SCUBE3	165	586	80	545	904	7674
OTUD7A	20	16	6	18	41	23
ESR2	7	5	4	10	10	6
MIR3155A	0	0	0	0	0	2
MIR3155B	0	0	0	0	0	0
ACP5	42	243	26	12	0	108
HARS1	1732	2669	1708	2259	2024	3246
SHF	134	168	236	387	220	68
LINC02649	1	7	11	2	6	4
LINC02656	2	4	2	2	2	0
LINC02210-CRHR1	0	0	0	0	0	0
SMARCAD1	2343	2851	2107	2445	2006	2644
GSTT1	0	0	0	0	0	0
FMO3	3	2	4	16	16	5
PRKCQ-AS1	0	0	12	4	0	0
LINC02648	0	0	0	0	0	0
LINC00706	4	2	2	0	0	2
NORAD	21425	22081	17830	31785	21389	27875
ANGEL1	400	721	563	842	742	611
SNORD129	2	0	3	0	0	0
DPP9	1445	2567	1661	1626	1526	3745
TIA1	3617	4352	4034	3494	2886	2687
LOC100996750	0	0	0	0	0	0
GATA3-AS1	0	0	0	2	0	0
AJM1	48	69	45	57	91	26
LINC00708	0	0	0	0	0	0
LOC105376398	0	0	0	0	0	0
LINC02676	0	0	0	0	0	0
LOC101928272	2	0	2	0	0	2
LINC00709	0	0	0	0	0	0
LINC02670	1	0	0	0	0	0
CELF2-DT	0	0	0	0	0	0
POLR2F	560	585	591	674	584	998
NFIL3	1308	1417	978	481	887	2841
SH3GL3	8	10	13	17	4	3
MKLN1	4497	5738	3428	6471	4839	6170
CACNA2D2	8	36	27	17	21	9
SFTA1P	21	0	4	30	63	9
LINC00710	9	0	0	8	2	5
MYBPC1	0	0	0	0	0	0
CBR1	1886	2083	1536	1754	1362	2437
LMBRD1	1319	1268	1144	1491	1166	1380
LGALS3	12050	14673	11867	6228	4546	14430
SAMHD1	1743	2603	1229	1885	1122	1937
IFFO1	2240	2711	1714	1767	949	2898
CHMP2A	2192	2658	2040	2392	2030	2150
PTAR1	3460	5025	3800	4473	4775	6156
TRIM32	1299	1725	1073	1897	3277	1546
RBIS	866	895	895	705	632	823
HIGD1A	2489	2662	2050	2410	1948	4235
ARMS2	3	1	0	2	2	2
ENTR1	1359	1542	1504	1603	1235	1766
OLAH	5	0	1	0	0	0
NSMF	1135	1098	805	1665	995	1620
ITSN1	2967	4196	2720	3274	2824	4848
CETP	14	25	11	20	15	26
CHRNA1	0	0	0	8	2	8
CELF2-AS2	25	2	0	5	3	26
CELF2-AS1	12	2	0	8	10	40
RO60	4511	6073	5136	4980	5497	5155
YPEL5	4906	5149	4341	5230	4775	5361
PROSER2-AS1	12	17	14	8	16	5
IGFN1	0	0	6	7	36	2
CELF1	3245	7349	4747	5700	6451	6373
SCGB1D2	0	0	0	0	0	0
HAUS2	1172	1274	1124	1305	1035	2118
CARMIL1	926	1759	1024	1660	1346	1317
ZNF789	203	245	171	484	447	319
ZNF517	149	160	166	199	171	183
DNMT3B	218	190	166	102	168	417
RFX4	0	0	0	1	2	2
MIR548AK	0	5	0	0	2	2
RABGEF1	2173	2685	1656	2004	2289	3845
GABRD	0	0	0	0	0	0
ARMC4	312	438	310	333	54	71
MIR4480	0	0	0	0	0	0
MIR4481	0	0	0	0	0	0
MIR548Q	0	0	0	0	0	0
METTL21C	2	0	1	6	0	0
ZYX	2314	7015	2001	3953	6354	6340
ANGPT2	21	16	25	41	41	38
AZIN1	6444	7381	6579	6461	6136	7976
PPEF1	0	0	2	0	4	0
SPNS1	1974	2249	1601	2421	1983	1995
MAST4	579	880	492	1142	484	1262
BEND7	184	239	163	260	247	349
TM2D2	1326	1390	1129	1450	964	1834
PRRT1B	4	4	1	0	3	2
MICOS13	1144	1147	1144	1163	1116	1192
LOC101928453	0	1	0	0	0	2
EXOC6	185	86	77	176	123	110
MIR4293	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0
UXS1	512	786	585	890	650	1593
ABI1	2684	2610	2160	2453	2193	3288
DELEC1	12	12	3	11	17	24
ZDHHC4	1453	1139	1076	1728	1427	1358
REXO2	5125	5773	4390	4966	5727	5854
TSKU	790	672	532	1696	1165	946
MIR1178	0	1	2	0	0	4
MIR1301	0	0	2	4	0	0
GDAP1	182	243	152	125	62	267
ANKRD33B	1490	2368	742	972	742	1696
ATP13A2	1074	1275	622	1426	1274	971
TENT5B	108	523	208	101	141	140
COMMD7	700	1033	787	656	709	1168
FCRL1	0	0	0	0	0	0
PCMTD1	3957	3284	2979	4675	4558	3927
TSGA13	0	4	0	0	1	3
GLYR1	2253	3774	2397	2842	2834	4004
HNRNPCL2	0	0	0	0	0	0
DPCD	484	527	376	549	422	676
CEPT1	2004	1486	1277	1570	1326	1785
MUS81	1774	2383	1792	2408	2961	1556
ASPH	23894	31552	21105	18392	16213	36992
LOC112268355	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0
FZD4-DT	19	16	12	40	16	12
VPS35L	2707	3891	2362	3107	2073	3296
CCER1	0	0	0	0	0	0
DCLRE1CP1	0	0	0	0	0	0
ACBD7-DCLRE1CP1	0	0	0	0	0	0
AKT1	5512	6898	5640	6545	6597	8967
CCNA1	0	0	0	3	6	0
CHCHD7	502	675	545	611	429	926
PPIAP30	2	2	1	2	3	5
ANKRD2	39	2	5	6	16	6
GET3	2817	2882	2604	2659	1704	3235
ASCL1	0	0	0	0	0	2
MAGEA8	0	2	0	2	0	0
INTS3	3694	5053	3260	4010	3136	4092
DNMBP	1541	2065	1187	1250	908	2236
DEXI	532	577	486	607	535	580
PCDHA9	3	6	0	0	2	0
GGA3	769	1148	654	1062	1039	1256
CDH3	0	0	0	0	8	2
CXXC5	2868	4244	3534	4727	4679	3183
VIM-AS1	53	44	46	61	24	106
RUNX3	108	312	214	190	244	156
MS4A3	0	0	0	0	0	0
TSHZ3	741	1549	814	1119	762	1878
SMIM40	0	0	0	0	0	0
STAM-AS1	8	12	6	28	20	21
JMY	1933	2134	1937	2356	2915	1786
NUDT16	1609	2271	1476	1268	922	1892
UGT3A1	0	0	0	0	0	0
KLHL40	0	0	0	0	0	0
PDCL2	0	0	0	1	0	0
TFAP2E	13	32	28	24	32	26
B4GALNT4	42	30	36	6	87	246
GPR119	0	0	0	0	0	0
LCN8	0	0	0	0	0	0
ACKR4	6407	8074	1645	3320	2743	8182
MPI	1174	1383	910	1391	1258	965
H3-5	423	495	443	343	370	507
THOC5	1882	2094	1538	1884	1874	2375
OR51D1	0	0	0	0	0	0
OR5T2	0	0	0	0	0	0
HRH2	0	0	0	0	0	10
SCARB1	348	387	221	524	255	259
SCUBE2	359	537	382	292	105	513
SLC39A12-AS1	0	0	0	0	0	0
CXCR5	0	0	1	0	2	2
CCL15	0	0	0	0	0	0
MYO5C	3	7	2	4	4	21
DIP2B	1758	2675	2212	2951	2287	2339
PRR30	0	0	0	0	0	0
SUMO2	3162	3569	2807	3135	2731	3871
TFB1M	199	306	214	269	299	379
SPEM2	0	0	0	0	0	0
LOC101928834	0	0	0	0	0	0
RABGGTA	565	864	476	940	729	865
MIR4675	0	0	0	0	0	0
GLDN	374	86	29	43	0	429
NEBL-AS1	0	0	0	0	0	0
LINC02643	0	1	0	0	0	2
SLC13A3	141	118	19	78	76	195
UHMK1	4979	8025	4949	6916	5449	10697
MBD3L2	0	0	0	0	0	0
COX6B2	8	4	5	0	2	0
HEXIM2	130	146	118	216	180	159
C16orf78	0	0	0	0	0	0
CMTM3	1218	1330	1148	2541	1519	1630
COMTD1	103	134	102	182	112	85
ACVR2B	266	246	271	312	422	218
STXBP5L	2	0	2	0	2	12
CLASRP	778	1074	652	975	975	941
OTX1	3	3	4	2	2	8
GDI2	12346	13675	12398	9689	8250	14266
CDR2L	1164	1876	1142	1921	1977	2501
PIK3R4	1714	2117	1556	1957	1457	2513
LOC100130992	141	163	90	139	64	106
VAC14	432	803	626	885	977	943
SSX2	0	0	0	0	0	0
LOC100499489	309	362	262	316	222	247
RUNDC3A	16	0	14	4	5	6
HPS4	1642	1883	1465	1827	1475	1757
TMEM272	4	2	4	3	2	4
ARMC3	0	0	0	2	0	0
KATNB1	719	909	697	909	777	1065
AK7	4	10	8	10	3	10
RTP5	0	0	0	0	0	0
CNTNAP4	0	0	0	0	0	0
LOC105376453	0	0	0	0	1	0
KIAA1217	154	741	262	272	289	1467
GPI	4042	5441	3912	4444	4816	8540
SP7	8	4	8	2	5	6
CCDC57	1107	1420	1254	1254	1201	1213
NFE4	0	0	0	0	0	0
LINCADL	0	0	0	0	0	0
MGAT1	8514	8322	6394	7406	6369	9140
NUP98	5779	7625	5244	5834	5217	9347
TMEM59	11632	12027	10250	12679	7968	12299
DEPDC5	410	620	411	548	559	792
FNBP1L	1870	1752	1165	2449	2075	1570
RASA1	1962	3258	2219	3866	3784	5219
ETF1	6345	6757	5317	6774	6750	7608
CD74	29	72	6	92	2045	142
LINC02867	12	11	5	9	7	3
LINC01516	0	0	0	0	2	0
GPR158-AS1	0	0	0	0	0	0
LINC00836	0	0	0	0	0	0
LOC101929073	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0
LOC101929117	1	0	0	0	1	2
FAM238A	0	1	0	5	2	5
FAM238B	1	0	0	0	0	1
ADIPOR2	2639	3091	2465	3455	3122	3186
DEAF1	1496	1525	1018	2155	1791	1423
PRKACG	0	0	0	0	1	1
KPNA5	702	807	560	1155	715	740
BOLA1	281	306	290	349	334	322
LIF	85	63	30	373	939	186
LIG4	856	965	705	1454	1289	985
LCT	2	6	6	0	0	6
LIFR	1066	1747	1007	885	1031	2980
UAP1	4779	5969	4383	3356	4451	11213
SYT15	12	19	3	8	12	8
ZBTB20	3860	7814	4405	10392	5441	6520
PLAGL1	1109	1453	686	935	911	1493
RGL1	2062	1675	1184	2809	1642	3249
CEP68	1612	1120	1187	1299	1041	1169
SEPTIN4	35	102	125	110	107	5
SYNPO2L	9	11	10	25	32	9
PCMT1	2641	2897	2790	2977	2676	4570
SEC61A2	215	277	199	448	302	501
TPBG	3907	4321	4520	4897	2622	5057
PRKN	117	160	108	204	170	92
CUL1	2906	3841	2897	3028	2966	3603
MIR935	0	0	0	0	0	0
CNDP2	1152	1810	1233	1505	1297	1936
MIR509-3	0	0	0	0	0	0
ATP6V0E2	444	597	369	678	328	371
SLC16A5	476	937	618	764	477	629
MIR216B	0	0	0	0	0	0
MIR760	6	0	2	2	1	0
MIR885	0	0	0	0	0	0
TAFA1	2	0	0	5	0	1
SLC25A3	20048	21033	19550	16362	15935	16454
DOK4	1268	1675	1056	1677	1280	1719
MAPT-AS1	0	0	0	0	0	0
MIR875	1	0	0	1	0	3
MIR874	0	0	0	0	0	0
SNHG7	1521	1377	927	1102	799	998
KCNRG	15	25	8	13	39	20
PCAT18	0	0	0	0	1	0
GTF2A1	3050	3458	2890	3183	3082	3474
CASP5	0	2	5	0	2	4
MIRLET7F2	1	2	2	0	2	1
DHX8	2930	3437	2617	3274	3000	4035
PPP5D1	31	38	45	23	8	16
LRRC37A6P	8	6	8	27	11	10
ARMC4P1	2	14	6	4	0	2
HDX	258	314	269	405	273	336
SERPINB13	0	0	0	0	0	0
OR4K3	0	0	0	0	0	0
KAT6A	2199	3155	2312	2635	2626	3139
LAIR1	0	0	0	0	0	0
MBD3L2B	0	0	0	0	0	0
LARP1	7172	10603	6925	9534	9726	11865
ARHGEF12	10482	17034	11005	12154	11733	17060
ZNF3	1097	1073	946	1149	954	958
POLR2J	646	547	630	699	592	705
CSMD3	4	2	6	5	4	6
SNORD130	0	0	0	0	0	0
MIR8086	0	0	0	0	0	0
LINC02652	0	2	0	0	3	1
WAC-AS1	833	970	674	1252	1022	1584
BTBD1	4037	5297	4178	4764	3721	5361
LINC01517	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0
SVIL-AS1	1622	1280	1112	1465	1623	2042
FANCF	338	542	477	600	303	368
RPL6	8709	8179	10408	6865	5981	6468
MIR604	1	0	0	3	1	12
MIR938	0	0	0	0	0	4
TFEB	273	321	194	344	303	186
TBC1D31	484	468	460	440	488	777
TMEM151B	0	0	0	2	0	0
LOC101929279	0	2	0	20	0	5
GOLGA2P6	15	15	5	3	10	2
MIR7162	0	0	0	0	0	0
CITED1	4	4	6	8	7	4
SVIL2P	29	14	32	50	28	106
LINC02644	0	0	0	0	0	0
ZNF438	355	350	279	329	247	512
FUBP1	2759	3400	3030	2644	2934	4419
CHID1	1910	2806	2184	2170	1797	2307
IL1RAP	1428	1103	746	1905	2367	1180
WWC1	66	117	65	30	70	482
APOLD1	258	1023	431	177	382	668
CCR9	0	0	0	0	0	1
CEP41	462	673	517	415	447	795
RBMY1A1	0	0	0	0	0	0
TFR2	31	3	10	13	22	23
MRVI1	1259	3082	179	2694	2373	1487
RBMY1D	0	0	0	0	0	0
ZNF692	616	839	634	721	566	676
ZNF419	551	512	507	628	834	564
RASGRP3	327	268	81	310	462	681
C3orf85	0	0	0	0	0	0
CCDC197	0	0	0	0	0	0
NUDT22	1134	1171	1018	1384	1160	984
CHCHD6	210	308	249	306	195	309
LOC102031319	11	7	18	13	13	4
LOC101929431	13	2	8	8	6	7
RPL18	18882	18175	23335	11608	11900	10974
DSE	11305	14200	9041	18999	21538	7731
U2AF1	0	0	0	0	0	0
SEPTIN11	39715	67944	51727	63045	76193	46852
SLC25A29	334	392	371	311	166	361
CPAMD8	15	53	51	47	26	19
SNORA86	0	0	0	0	0	0
GAS5	4470	2591	5531	3243	2805	1097
COPB1	14072	18602	12368	14349	12086	17372
ZNF675	204	247	197	245	169	340
RHBDL3	8	6	35	0	6	30
LINC00838	0	0	0	0	0	0
OC90	0	0	0	0	0	0
UBE2K	1648	2210	1655	2400	2143	2279
SYNPO	80	615	391	722	618	560
WDR81	2246	3513	2471	3063	2037	3053
STIL	330	396	399	283	313	1551
TEX33	0	0	0	0	0	0
DUSP22	965	837	617	1381	1167	674
SOD1	5680	5091	4750	4518	4068	7182
SLC5A5	0	0	0	0	0	0
HPRT1	284	274	412	203	182	333
IDUA	577	883	676	1030	617	614
PARD3-AS1	1	4	3	0	2	5
TRMT10A	206	250	269	222	211	298
ORAI3	1386	1518	1160	1157	767	1136
ARRDC1	425	594	341	518	494	448
MED27	144	257	136	207	229	258
MND1	50	32	86	16	12	160
SPAG6	0	0	0	2	2	0
MAS1	0	0	0	0	2	0
MIR3611	1	0	1	1	0	0
ATP2C2	6	13	5	9	5	10
FRMPD3	7	8	2	7	20	179
ZNF528	881	675	609	1115	617	1172
ENDOG	64	86	58	81	79	82
ZC3H10	645	561	543	729	728	688
ANGPT1	2013	4198	1665	6110	3651	2110
SLC19A3	6	0	2	0	0	4
SOST	0	0	0	0	2	12
PRAC1	0	0	0	0	0	0
ELOF1	989	1052	768	1015	868	1191
TMEM101	887	847	824	804	679	983
KCTD18	1378	1364	1226	1357	1116	1210
MIR4683	0	0	0	0	0	0
PCAT5	0	0	1	1	1	0
COL2A1	16	18	12	12	47	14
ATP6V0D1	2135	3620	1991	3338	2665	4492
TASOR	5274	7407	4762	6023	5093	6062
ZNF248	970	892	769	979	759	826
GRSF1	4958	5529	4354	5483	4454	5945
PIF1	381	594	436	312	157	958
REV1	1200	1787	1367	1848	1578	1631
ZNF33BP1	0	0	6	0	4	0
MPP7	53	54	142	386	99	34
ADAMTS6	1529	2180	1736	1121	3065	2289
KIAA1671	173	530	143	463	205	363
OVOL2	0	0	0	0	0	0
LOC100506388	2	0	0	30	6	0
LSM5	632	536	646	728	683	1132
MIR503HG	202	471	306	181	1312	167
CLCA4	0	0	0	0	0	2
PIAS2	1521	1817	1537	2017	1721	2071
NUDT15	582	658	538	522	444	1287
SHOC2	3484	5480	2329	3524	3841	4963
RNF217	1511	1746	1205	3332	4125	1543
FCRL3	0	0	0	0	0	0
USF3	482	954	604	928	938	911
DAPK1-IT1	0	0	0	4	0	0
RPSAP58	12535	15355	18407	9109	7630	10060
ZNF724	122	144	126	274	43	464
GDF10	390	6	0	29	26	214
CPA2	0	0	0	0	0	0
RAF1	4516	5631	4132	5862	5003	5336
RAD23B	19816	28802	17927	16334	18242	18338
INPP5K	1317	1143	1112	1599	1254	1235
UBE3B	1750	2672	1620	2163	2186	2352
ICOSLG	2	0	0	2	0	0
JMJD1C	2996	4742	2845	4996	5213	5397
KRTAP9-9	0	0	0	0	0	0
RBP4	4	0	0	0	0	2
MGAT4C	2	0	0	0	0	0
HSD17B7P2	58	73	63	100	24	104
PDILT	0	0	0	0	0	0
LINC00999	6	13	11	26	31	24
ACTR3BP5	0	0	0	0	0	0
LOC441666	37	2	6	76	40	101
CCNYL2	4	9	0	13	6	0
LINC00839	408	192	6	308	105	80
ZNF37BP	863	1411	896	1100	1062	1248
ZNF33B	585	733	613	466	188	480
LINC01518	2	0	0	2	2	0
LOC283028	0	0	0	2	5	0
LOC105378269	0	0	0	0	0	0
MEIKIN	0	0	0	0	0	0
LINC02623	0	0	0	0	0	0
LINC01264	0	0	0	0	0	0
MED20	1089	1056	1127	1189	945	896
FMN2	1707	1959	1116	1364	747	1411
CENPM	87	96	191	12	28	556
GID4	742	816	628	734	652	1069
DDA1	843	1019	688	1185	1289	1535
NUDT9	793	880	624	1024	666	941
EFR3A	5868	7406	6396	11427	10843	5751
USH1C	0	0	0	0	0	0
RASGEF1A	16	21	24	47	97	16
LILRA6	5	4	6	11	2	13
ATP6V1G2	18	72	19	16	54	8
PRAMEF10	0	0	0	0	0	0
SNORD3J	1	0	0	0	0	1
ZNF487	123	165	151	101	87	229
POLQ	195	288	446	72	114	1472
PRCP	6011	5971	4877	4049	2234	5265
TP73	12	17	14	19	12	15
BCL2L11	144	185	159	335	147	154
SEMA6C	226	285	196	253	209	458
ZNF485	88	85	80	82	76	98
